case_index,title,industry,status,selected_at,used_at,last_run_at,session_url,share_url,error
11019,食品企业从配方创新转向场景、信任和供应链叙事竞争,food_farming_production,used,2026-09-09T02:14:52.244240+00:00,2026-09-09T02:14:54.546931+00:00,2026-09-09T02:14:54.546931+00:00,https://eureka.patsnap.com/ai-search/sess_1f98681a00f94aaa?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=b954d0f1d91a5298d2db5d2c109dfa41&from=invite-eureakplg-result&content=,
11020,替代蛋白、功能食品和本地化口味的市场机会再判断,food_farming_production,used,2026-09-09T02:14:54.552535+00:00,2026-09-09T02:14:57.806790+00:00,2026-09-09T02:14:57.806790+00:00,https://eureka.patsnap.com/ai-search/sess_2be87a1a49494645?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=5c30dbd20c6df6dc6178ede7f8ab0f2a&from=invite-eureakplg-result&content=,
11021,2026-2030 农业生产行业在气候、成本和产量压力下的转型路线,food_farming_production,used,2026-09-09T02:14:40.892648+00:00,2026-09-09T02:14:43.238616+00:00,2026-09-09T02:14:43.238616+00:00,https://eureka.patsnap.com/ai-search/sess_bd22206d396f45e1?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=d5b7179f7143e3646cdd96e06d7ec288&from=invite-eureakplg-result&content=,
11022,农业投入品和服务商从卖产品走向稳产增收解决方案,food_farming_production,used,2026-09-09T02:14:43.240185+00:00,2026-09-09T02:14:45.718662+00:00,2026-09-09T02:14:45.718662+00:00,https://eureka.patsnap.com/ai-search/sess_a0931e7a8fbc41b6?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=008ea36fd2a40538236832b5b752558f&from=invite-eureakplg-result&content=,
11023,区域农业现代化带来的规模化经营和服务平台机会,food_farming_production,used,2026-09-09T02:14:45.721083+00:00,2026-09-09T02:14:49.954547+00:00,2026-09-09T02:14:49.954547+00:00,https://eureka.patsnap.com/ai-search/sess_65f6b0db17844717?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=71159326fbf0ff8cc14f9e5d149450c4&from=invite-eureakplg-result&content=,
11024,2026-2030 能源行业转型速度、成本曲线与竞争边界预测,energy,used,2026-09-09T02:14:23.540492+00:00,2026-09-09T02:14:27.545796+00:00,2026-09-09T02:14:27.545796+00:00,https://eureka.patsnap.com/ai-search/sess_2546fc91bd7846f0?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e71a8f27ad96def0f4c28c4d8e444d36&from=invite-eureakplg-result&content=,
11025,能源企业从资源开发商转向电力、灵活性和客户服务运营商,energy,used,2026-09-09T02:14:27.547065+00:00,2026-09-09T02:14:31.022937+00:00,2026-09-09T02:14:31.022937+00:00,https://eureka.patsnap.com/ai-search/sess_73114d47d3e64db9?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=aa93ca1fb411950812ac57b5cfe0acd1&from=invite-eureakplg-result&content=,
11026,AI 数据中心、电气化和工业脱碳对能源需求结构的重塑,energy,used,2026-09-09T02:14:31.024964+00:00,2026-09-09T02:14:33.527993+00:00,2026-09-09T02:14:33.527993+00:00,https://eureka.patsnap.com/ai-search/sess_2e52b58c2d3f4a17?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=a5bb6d6e20864fc496aa2b3837f49910&from=invite-eureakplg-result&content=,
11027,2026-2030 化工行业周期修复、利润分化与资产重估,chemical,used,2026-09-09T02:14:00.729344+00:00,2026-09-09T02:14:03.061912+00:00,2026-09-09T02:14:03.061912+00:00,https://eureka.patsnap.com/ai-search/sess_c7c49f7f47904888?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=8bcb7f7be02092e269f54b506bdabb0e&from=invite-eureakplg-result&content=,
11028,化工企业从规模扩张转向高附加值、低碳和客户绑定,chemical,used,2026-09-09T02:14:03.063416+00:00,2026-09-09T02:14:05.939205+00:00,2026-09-09T02:14:05.939205+00:00,https://eureka.patsnap.com/ai-search/sess_3de35373ddeb4cbb?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=fd490d413caa14a333adc9465ce25ec5&from=invite-eureakplg-result&content=,
11029,全球化工供应链再平衡下的区域机会和风险预案,chemical,used,2026-09-09T02:14:05.942070+00:00,2026-09-09T02:14:08.235856+00:00,2026-09-09T02:14:08.235856+00:00,https://eureka.patsnap.com/ai-search/sess_32a00d5783604414?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=fcd71c8c36b929d152bb12a987661e4b&from=invite-eureakplg-result&content=,
11030,2026-2030 建筑行业需求分化与工程交付模式变化,construction,used,2026-09-09T02:14:08.237396+00:00,2026-09-09T02:14:10.793581+00:00,2026-09-09T02:14:10.793581+00:00,https://eureka.patsnap.com/ai-search/sess_c542b02f0ee2488b?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=a4daea514f1c4e70186ce2efefb4e117&from=invite-eureakplg-result&content=,
11031,建筑企业从项目承包转向全周期成本、合规和效率管理,construction,used,2026-09-09T02:14:10.794997+00:00,2026-09-09T02:14:13.144935+00:00,2026-09-09T02:14:13.144935+00:00,https://eureka.patsnap.com/ai-search/sess_0661f1c8fcb04cce?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=251d1d1308583d1578b0a2cc4ef7c9e2&from=invite-eureakplg-result&content=,
11032,绿色建筑、城市更新和韧性基础设施的市场机会展望,construction,used,2026-09-09T02:14:13.147432+00:00,2026-09-09T02:14:15.498537+00:00,2026-09-09T02:14:15.498537+00:00,https://eureka.patsnap.com/ai-search/sess_81b9553888164eb8?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=026aeee3d38afaf778e48afd71165123&from=invite-eureakplg-result&content=,
11033,2026-2030 通用消费与商业服务行业的需求迁移和增长预判,other,used,2026-09-09T02:15:13.657268+00:00,2026-09-09T02:15:15.945315+00:00,2026-09-09T02:15:15.945315+00:00,https://eureka.patsnap.com/ai-search/sess_39b47794ac3a4409?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=37d23874de73cb24d87f07279056fd47&from=invite-eureakplg-result&content=,
11034,企业从产品竞争转向体验、渠道和数据化经营的行业趋势,other,used,2026-09-09T02:15:15.948217+00:00,2026-09-09T02:15:18.410696+00:00,2026-09-09T02:15:18.410696+00:00,https://eureka.patsnap.com/ai-search/sess_179ad6ea37b04367?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=b93329f88e272897b775b8ae3287e7c8&from=invite-eureakplg-result&content=,
11035,AI 代理、自动化和组织效率提升带来的跨行业机会扫描,other,used,2026-09-09T02:15:18.412941+00:00,2026-09-09T02:15:20.680705+00:00,2026-09-09T02:15:20.680705+00:00,https://eureka.patsnap.com/ai-search/sess_384eed025cd648a6?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=cf54f1a82006e530e5013804471d904e&from=invite-eureakplg-result&content=,
