case_index,title,industry,status,selected_at,used_at,last_run_at,session_url,share_url,error
11011,How AI Devices Are Changing Customer Mix and Order Quality for Electronics Manufacturers,electronics_manufacturing,used,2026-09-09T02:56:26.903344+00:00,2026-09-09T02:56:29.897029+00:00,2026-09-09T02:56:29.897029+00:00,https://eureka.patsnap.com/ai-search/sess_2a77fc72bde143a4?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=a3862e88e31754957b31e85d49347d1a&from=invite-eureakplg-result&content=,
11012,2026-2030 Engineering and Industrial Equipment Outlook: Investment Cycles and Demand Focus,engineering,used,2026-09-09T02:56:39.348451+00:00,2026-09-09T02:56:42.601014+00:00,2026-09-09T02:56:42.601014+00:00,https://eureka.patsnap.com/ai-search/sess_a93a147b5c284989?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=53cd6f4262cf6a4b9a121a39892ce313&from=invite-eureakplg-result&content=,
11013,"Industrial Customers Are Buying Capacity, Efficiency, and Reliability Instead of Equipment Alone",engineering,used,2026-09-09T02:56:42.606653+00:00,2026-09-09T02:56:46.770639+00:00,2026-09-09T02:56:46.770639+00:00,https://eureka.patsnap.com/ai-search/sess_881817eea80a47e9?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=2dd9559f362b626b5ed1191504ecff59&from=invite-eureakplg-result&content=,
11014,Regional Opportunities and Competitive Barriers for Engineering Firms in Global Manufacturing Realignment,engineering,used,2026-09-09T02:56:46.772848+00:00,2026-09-09T02:56:49.198096+00:00,2026-09-09T02:56:49.198096+00:00,https://eureka.patsnap.com/ai-search/sess_b3fc0f8176844ffe?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=3f09843ed88f2504ec8f55f09c0ca848&from=invite-eureakplg-result&content=,
11015,2026-2030 Biotechnology Outlook: Capital Recovery and Pipeline Value Re-Rating,biotech,used,2026-09-09T02:55:57.341909+00:00,2026-09-09T02:55:59.658841+00:00,2026-09-09T02:55:59.658841+00:00,https://eureka.patsnap.com/ai-search/sess_c9cd4b1c148d47e6?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=03bed49553bbfd1a30de720ded5cde8d&from=invite-eureakplg-result&content=,
11016,Biotech Is Moving from Platform Narratives to Product Evidence and Commercial Discipline,biotech,used,2026-09-09T02:55:59.660217+00:00,2026-09-09T02:56:02.456272+00:00,2026-09-09T02:56:02.456272+00:00,https://eureka.patsnap.com/ai-search/sess_48e780c6bd564a8a?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=8988bae82f7b4199ef8f83ffcfd66d24&from=invite-eureakplg-result&content=,
11017,Changing Global Biotech Value Chains and Local Innovation Opportunities,biotech,used,2026-09-09T02:56:02.458261+00:00,2026-09-09T02:56:05.323316+00:00,2026-09-09T02:56:05.323316+00:00,https://eureka.patsnap.com/ai-search/sess_0aa8a51133bb4b7d?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=90c915390b0d46991773edf5539ba790&from=invite-eureakplg-result&content=,
11018,"2026-2030 Food Industry Outlook: Consumer Segmentation, Health, and Value Rebuilding",food_farming_production,used,2026-09-09T02:56:57.373588+00:00,2026-09-09T02:56:59.710825+00:00,2026-09-09T02:56:59.710825+00:00,https://eureka.patsnap.com/ai-search/sess_2de60aa276ff4e2a?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=a52d368c5e13d07a6552b8c3ec443df1&from=invite-eureakplg-result&content=,
11019,"Food Companies Are Competing on Occasions, Trust, and Supply Chain Narratives",food_farming_production,used,2026-09-09T02:56:59.711700+00:00,2026-09-09T02:57:02.332773+00:00,2026-09-09T02:57:02.332773+00:00,https://eureka.patsnap.com/ai-search/sess_6b71f9a8536c429f?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=219c84417dbe26595014d7be45000b0e&from=invite-eureakplg-result&content=,
11020,"Reassessing Market Opportunities in Alternative Protein, Functional Foods, and Localized Taste",food_farming_production,used,2026-09-09T02:57:02.333584+00:00,2026-09-09T02:57:04.660331+00:00,2026-09-09T02:57:04.660331+00:00,https://eureka.patsnap.com/ai-search/sess_ddcd643697e644d9?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=9b03293f916ba36558fbdae58498ddfd&from=invite-eureakplg-result&content=,
11021,"2026-2030 Farming Production Outlook: Climate, Cost, and Yield Pressure",food_farming_production,used,2026-09-09T02:56:49.200392+00:00,2026-09-09T02:56:51.797287+00:00,2026-09-09T02:56:51.797287+00:00,https://eureka.patsnap.com/ai-search/sess_0467c53e0329469e?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e96b56a54796bdb9456ee97f46603d19&from=invite-eureakplg-result&content=,
11022,Agricultural Input and Service Providers Are Moving Toward Yield Stability and Farm Profit Solutions,food_farming_production,used,2026-09-09T02:56:51.799249+00:00,2026-09-09T02:56:55.105215+00:00,2026-09-09T02:56:55.105215+00:00,https://eureka.patsnap.com/ai-search/sess_577ec80ad5a4446e?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=820dd893a46904dac3901d68b009b613&from=invite-eureakplg-result&content=,
11023,Farm Modernization and Scaled Operations as Opportunities for Agricultural Service Platforms,food_farming_production,used,2026-09-09T02:56:55.107122+00:00,2026-09-09T02:56:57.371550+00:00,2026-09-09T02:56:57.371550+00:00,https://eureka.patsnap.com/ai-search/sess_e89d8349323d447d?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=51f2a9ed3eff5c449327d65c5c422da6&from=invite-eureakplg-result&content=,
11024,"2026-2030 Energy Industry Outlook: Transition Speed, Cost Curves, and Competitive Boundaries",energy,used,2026-09-09T02:56:29.899230+00:00,2026-09-09T02:56:32.408330+00:00,2026-09-09T02:56:32.408330+00:00,https://eureka.patsnap.com/ai-search/sess_c0f5bd399c784097?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=6365d44d00c423e400713ff6487ad2b7&from=invite-eureakplg-result&content=,
11025,"Energy Companies Are Becoming Operators of Power, Flexibility, and Customer Services",energy,used,2026-09-09T02:56:32.411008+00:00,2026-09-09T02:56:35.047437+00:00,2026-09-09T02:56:35.047437+00:00,https://eureka.patsnap.com/ai-search/sess_bb7eecdccf774674?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=875a2e33002f6af6006ead6245146426&from=invite-eureakplg-result&content=,
11026,"AI Data Centers, Electrification, and Industrial Decarbonization Are Reshaping Energy Demand",energy,used,2026-09-09T02:56:35.050768+00:00,2026-09-09T02:56:39.346055+00:00,2026-09-09T02:56:39.346055+00:00,https://eureka.patsnap.com/ai-search/sess_67a8b03adf5c48be?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=f7ed111b114854bff3dfe06bff134dc6&from=invite-eureakplg-result&content=,
11027,"2026-2030 Chemical Industry Outlook: Cycle Recovery, Margin Divergence, and Asset Re-Rating",chemical,used,2026-09-09T02:56:05.324772+00:00,2026-09-09T02:56:07.748845+00:00,2026-09-09T02:56:07.748845+00:00,https://eureka.patsnap.com/ai-search/sess_ac69b184a02f4689?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=dc3fedd113e2310b17d91d1e6efcff44&from=invite-eureakplg-result&content=,
11028,"Chemical Companies Are Shifting from Scale Expansion to Higher Value, Lower Carbon, and Customer Lock-In",chemical,used,2026-09-09T02:56:07.750769+00:00,2026-09-09T02:56:10.646995+00:00,2026-09-09T02:56:10.646995+00:00,https://eureka.patsnap.com/ai-search/sess_7f4ee743fd77460f?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=6216efa29cc04c59428c3801f63177fd&from=invite-eureakplg-result&content=,
11029,Regional Opportunities and Risk Planning as Global Chemical Supply Chains Rebalance,chemical,used,2026-09-09T02:56:10.648995+00:00,2026-09-09T02:56:13.356991+00:00,2026-09-09T02:56:13.356991+00:00,https://eureka.patsnap.com/ai-search/sess_21a82353d7b24731?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=023e515340d86be21ba6f9744771ec25&from=invite-eureakplg-result&content=,
11030,2026-2030 Construction Industry Outlook: Demand Divergence and Project Delivery Models,construction,used,2026-09-09T02:56:13.358908+00:00,2026-09-09T02:56:15.806272+00:00,2026-09-09T02:56:15.806272+00:00,https://eureka.patsnap.com/ai-search/sess_86e55091b6744cb5?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=c241629a1bcc6c9a906d020c2a0381ad&from=invite-eureakplg-result&content=,
11031,"Construction Firms Are Moving from Contracting to Lifecycle Cost, Compliance, and Efficiency Management",construction,used,2026-09-09T02:56:15.807913+00:00,2026-09-09T02:56:18.564666+00:00,2026-09-09T02:56:18.564666+00:00,https://eureka.patsnap.com/ai-search/sess_5f2405e0e1a94352?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=ba8182319df1000014cb1bd95f6c999b&from=invite-eureakplg-result&content=,
11032,"Market Opportunities in Green Buildings, Urban Renewal, and Resilient Infrastructure",construction,used,2026-09-09T02:56:18.567785+00:00,2026-09-09T02:56:21.165170+00:00,2026-09-09T02:56:21.165170+00:00,https://eureka.patsnap.com/ai-search/sess_93f7d8d0a9a444db?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=fd5b4a5c37806a6f4a582c0cf254e8b9&from=invite-eureakplg-result&content=,
11033,2026-2030 Outlook for General Consumer and Business Services: Demand Migration and Growth Signals,other,used,2026-09-09T02:57:23.328599+00:00,2026-09-09T02:57:28.799141+00:00,2026-09-09T02:57:28.799141+00:00,https://eureka.patsnap.com/ai-search/sess_ca3716a189ab4cca?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=30dad5f7687c0efc6c10767abc7dc974&from=invite-eureakplg-result&content=,
11034,"Cross-Industry Shift from Product Competition to Experience, Channels, and Data-Driven Operations",other,used,2026-09-09T02:57:28.801651+00:00,2026-09-09T02:57:32.363523+00:00,2026-09-09T02:57:32.363523+00:00,https://eureka.patsnap.com/ai-search/sess_7a0525e06a5446b8?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=c5acd0216b122df2ad7e2e20870d4dcd&from=invite-eureakplg-result&content=,
11035,"Cross-Industry Opportunity Scan: AI Agents, Automation, and Organizational Productivity",other,used,2026-09-09T02:57:32.366256+00:00,2026-09-09T02:57:34.729652+00:00,2026-09-09T02:57:34.729652+00:00,https://eureka.patsnap.com/ai-search/sess_d252e1c97c744cca?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=419f5e829a3db6865723863aa54a5280&from=invite-eureakplg-result&content=,
