case_index,title,industry,status,selected_at,used_at,last_run_at,session_url,share_url,error
11013,"Industrial Customers Are Buying Capacity, Efficiency, and Reliability Instead of Equipment Alone",engineering,used,2026-09-09T02:57:37.365475+00:00,2026-09-09T02:57:40.392541+00:00,2026-09-09T02:57:40.392541+00:00,https://eureka.patsnap.com/ai-search/sess_c88be8a81ea34c28?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=b228af72d825479de0e470e647cd4c2e&from=invite-eureakplg-result&content=,
11014,Regional Opportunities and Competitive Barriers for Engineering Firms in Global Manufacturing Realignment,engineering,used,2026-09-09T02:57:40.394397+00:00,2026-09-09T02:57:44.042655+00:00,2026-09-09T02:57:44.042655+00:00,https://eureka.patsnap.com/ai-search/sess_9ae0bc6df76e4729?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=79a8ae4d048cd12ab8aac2a0f05ab7d1&from=invite-eureakplg-result&content=,
11015,2026-2030 Biotechnology Outlook: Capital Recovery and Pipeline Value Re-Rating,biotech,used,2026-09-09T02:56:51.613581+00:00,2026-09-09T02:56:53.944293+00:00,2026-09-09T02:56:53.944293+00:00,https://eureka.patsnap.com/ai-search/sess_523193105daf4318?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=d175f80509c540bb6633dc5387e79f41&from=invite-eureakplg-result&content=,
11016,Biotech Is Moving from Platform Narratives to Product Evidence and Commercial Discipline,biotech,used,2026-09-09T02:56:53.946109+00:00,2026-09-09T02:56:56.344523+00:00,2026-09-09T02:56:56.344523+00:00,https://eureka.patsnap.com/ai-search/sess_59ded7e4e9434920?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=82d6d4b96566f3739ad025a2c3942d2c&from=invite-eureakplg-result&content=,
11017,Changing Global Biotech Value Chains and Local Innovation Opportunities,biotech,used,2026-09-09T02:56:56.346184+00:00,2026-09-09T02:56:58.981855+00:00,2026-09-09T02:56:58.981855+00:00,https://eureka.patsnap.com/ai-search/sess_e6ea2c17c05146b0?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=7d19da260f2f109f4481ff3d38ad4afb&from=invite-eureakplg-result&content=,
11018,"2026-2030 Food Industry Outlook: Consumer Segmentation, Health, and Value Rebuilding",food_farming_production,used,2026-09-09T02:57:52.321472+00:00,2026-09-09T02:57:54.674548+00:00,2026-09-09T02:57:54.674548+00:00,https://eureka.patsnap.com/ai-search/sess_f20314b1c54d4fc3?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=cb39ed1b91fce55624a47bdfb4d1ffd9&from=invite-eureakplg-result&content=,
11019,"Food Companies Are Competing on Occasions, Trust, and Supply Chain Narratives",food_farming_production,used,2026-09-09T02:57:54.677259+00:00,2026-09-09T02:57:57.556157+00:00,2026-09-09T02:57:57.556157+00:00,https://eureka.patsnap.com/ai-search/sess_862054f89010401a?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=f9a25c0e6f9bb5faa8f81dfe4e373ff9&from=invite-eureakplg-result&content=,
11020,"Reassessing Market Opportunities in Alternative Protein, Functional Foods, and Localized Taste",food_farming_production,used,2026-09-09T02:57:57.558041+00:00,2026-09-09T02:58:00.005708+00:00,2026-09-09T02:58:00.005708+00:00,https://eureka.patsnap.com/ai-search/sess_43df5c69565f401d?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=acbd0c6eee273b0d5ce57bfa8d7a95a0&from=invite-eureakplg-result&content=,
11021,"2026-2030 Farming Production Outlook: Climate, Cost, and Yield Pressure",food_farming_production,used,2026-09-09T02:57:44.045405+00:00,2026-09-09T02:57:46.801194+00:00,2026-09-09T02:57:46.801194+00:00,https://eureka.patsnap.com/ai-search/sess_27c0cbd7250a4c8b?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=572e44f57ba5785eefb400ffc4610fc1&from=invite-eureakplg-result&content=,
11022,Agricultural Input and Service Providers Are Moving Toward Yield Stability and Farm Profit Solutions,food_farming_production,used,2026-09-09T02:57:46.802841+00:00,2026-09-09T02:57:49.419767+00:00,2026-09-09T02:57:49.419767+00:00,https://eureka.patsnap.com/ai-search/sess_d12f5678cc984a91?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=53371d17716e076665083b41b5424786&from=invite-eureakplg-result&content=,
11023,Farm Modernization and Scaled Operations as Opportunities for Agricultural Service Platforms,food_farming_production,used,2026-09-09T02:57:49.423125+00:00,2026-09-09T02:57:52.319159+00:00,2026-09-09T02:57:52.319159+00:00,https://eureka.patsnap.com/ai-search/sess_a25a9792a36f469d?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=9a3bf41b064d80deda5c97430f408de3&from=invite-eureakplg-result&content=,
11024,"2026-2030 Energy Industry Outlook: Transition Speed, Cost Curves, and Competitive Boundaries",energy,used,2026-09-09T02:57:27.616235+00:00,2026-09-09T02:57:29.989962+00:00,2026-09-09T02:57:29.989962+00:00,https://eureka.patsnap.com/ai-search/sess_95956e828d134519?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=2138b89ab3af9f3cdc1e968b5e2dc290&from=invite-eureakplg-result&content=,
11025,"Energy Companies Are Becoming Operators of Power, Flexibility, and Customer Services",energy,used,2026-09-09T02:57:29.992781+00:00,2026-09-09T02:57:32.771067+00:00,2026-09-09T02:57:32.771067+00:00,https://eureka.patsnap.com/ai-search/sess_ffbec6d3293d4e28?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=ecdb093dcd8f86cad8a9b6c87690bfb3&from=invite-eureakplg-result&content=,
11026,"AI Data Centers, Electrification, and Industrial Decarbonization Are Reshaping Energy Demand",energy,used,2026-09-09T02:57:32.774111+00:00,2026-09-09T02:57:35.035286+00:00,2026-09-09T02:57:35.035286+00:00,https://eureka.patsnap.com/ai-search/sess_e4a074dfc0874c95?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=1722920a26ab6b4b9cef71bf04887c56&from=invite-eureakplg-result&content=,
11027,"2026-2030 Chemical Industry Outlook: Cycle Recovery, Margin Divergence, and Asset Re-Rating",chemical,used,2026-09-09T02:56:58.985644+00:00,2026-09-09T02:57:01.662681+00:00,2026-09-09T02:57:01.662681+00:00,https://eureka.patsnap.com/ai-search/sess_f7a3a30d568e4856?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e0091971507e8a9f69589632871dbf3a&from=invite-eureakplg-result&content=,
11028,"Chemical Companies Are Shifting from Scale Expansion to Higher Value, Lower Carbon, and Customer Lock-In",chemical,used,2026-09-09T02:57:01.664223+00:00,2026-09-09T02:57:04.798327+00:00,2026-09-09T02:57:04.798327+00:00,https://eureka.patsnap.com/ai-search/sess_c3b4b61914884b58?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=bd92273b7c599e66b10d127d4d286fc2&from=invite-eureakplg-result&content=,
11029,Regional Opportunities and Risk Planning as Global Chemical Supply Chains Rebalance,chemical,used,2026-09-09T02:57:04.799316+00:00,2026-09-09T02:57:08.702530+00:00,2026-09-09T02:57:08.702530+00:00,https://eureka.patsnap.com/ai-search/sess_b85d4d46b12546ad?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=6eeb127e93888cec5ef3b4927314db92&from=invite-eureakplg-result&content=,
11030,2026-2030 Construction Industry Outlook: Demand Divergence and Project Delivery Models,construction,used,2026-09-09T02:57:08.703882+00:00,2026-09-09T02:57:11.381723+00:00,2026-09-09T02:57:11.381723+00:00,https://eureka.patsnap.com/ai-search/sess_60f334a5ddf54545?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=836a01cdb4cc98292cfa9fd878e89c91&from=invite-eureakplg-result&content=,
11031,"Construction Firms Are Moving from Contracting to Lifecycle Cost, Compliance, and Efficiency Management",construction,used,2026-09-09T02:57:11.382671+00:00,2026-09-09T02:57:17.186505+00:00,2026-09-09T02:57:17.186505+00:00,https://eureka.patsnap.com/ai-search/sess_4e26c450bd824e0b?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=3e17dc740a467d9d5d32c437a89ea477&from=invite-eureakplg-result&content=,
11032,"Market Opportunities in Green Buildings, Urban Renewal, and Resilient Infrastructure",construction,used,2026-09-09T02:57:17.187967+00:00,2026-09-09T02:57:20.082124+00:00,2026-09-09T02:57:20.082124+00:00,https://eureka.patsnap.com/ai-search/sess_30d542b4b1134c77?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=9cddeeb432cebb63f5cf854b8bb1ab61&from=invite-eureakplg-result&content=,
11033,2026-2030 Outlook for General Consumer and Business Services: Demand Migration and Growth Signals,other,used,2026-09-09T02:58:15.614514+00:00,2026-09-09T02:58:18.034766+00:00,2026-09-09T02:58:18.034766+00:00,https://eureka.patsnap.com/ai-search/sess_905741f2f088425f?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=42acb055b3e200bdf4be8e0903d60b64&from=invite-eureakplg-result&content=,
11034,"Cross-Industry Shift from Product Competition to Experience, Channels, and Data-Driven Operations",other,used,2026-09-09T02:58:18.040218+00:00,2026-09-09T02:58:20.593126+00:00,2026-09-09T02:58:20.593126+00:00,https://eureka.patsnap.com/ai-search/sess_930c6d64c1db43ad?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=3027eb3b123e35f5859904f9462154ce&from=invite-eureakplg-result&content=,
11035,"Cross-Industry Opportunity Scan: AI Agents, Automation, and Organizational Productivity",other,used,2026-09-09T02:58:20.597105+00:00,2026-09-09T02:58:25.785067+00:00,2026-09-09T02:58:25.785067+00:00,https://eureka.patsnap.com/ai-search/sess_fe84e9c8759b4ba3?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=ef1adca1b46c4fda43c82ed54928735e&from=invite-eureakplg-result&content=,
