case_index,title,industry,status,selected_at,used_at,last_run_at,session_url,share_url,isCompleted,completionStatus,completionError,error
12030,Electronics Manufacturing in the AI Infrastructure Boom,electronics_manufacturing,used,2026-09-09T08:29:37.891778+00:00,2026-09-09T08:29:39.333007+00:00,2026-09-09T08:29:39.333007+00:00,https://eureka.patsnap.com/ai-search/sess_d8af71450c0b455a?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=c6df1f84c7a26dd91ee70c9acb779637&from=invite-eureakplg-result&content=,,,,
12031,"Memory, Advanced Packaging, and Supply Allocation Risks for Electronics OEMs",electronics_manufacturing,used,2026-09-09T08:29:39.335834+00:00,2026-09-09T08:29:40.696376+00:00,2026-09-09T08:29:40.696376+00:00,https://eureka.patsnap.com/ai-search/sess_20270bd350b34ce9?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=65531b3fa03a7b99cb39bbfbb144d307&from=invite-eureakplg-result&content=,,,,
12032,Geopatriation and Compliance-Driven Footprint Redesign in Electronics,electronics_manufacturing,used,2026-09-09T08:29:40.698049+00:00,2026-09-09T08:29:42.069325+00:00,2026-09-09T08:29:42.069325+00:00,https://eureka.patsnap.com/ai-search/sess_84c2851f2cfa4e16?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=19678dae7b88892745b9f610c8dd8829&from=invite-eureakplg-result&content=,,,,
12033,AI PCs and Edge Devices: Replacement Cycle or Short-Lived Upgrade Wave,electronics_manufacturing,used,2026-09-09T08:29:42.071363+00:00,2026-09-09T08:29:43.472507+00:00,2026-09-09T08:29:43.472507+00:00,https://eureka.patsnap.com/ai-search/sess_2cad98270d5947aa?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=9152b3690cf8fc18ffdee089b2070f4d&from=invite-eureakplg-result&content=,,,,
12034,"Industrial, Medical, and Automotive Electronics as Resilience Segments",electronics_manufacturing,used,2026-09-09T08:29:43.476092+00:00,2026-09-09T08:29:45.222246+00:00,2026-09-09T08:29:45.222246+00:00,https://eureka.patsnap.com/ai-search/sess_7df48dbed10c4b7d?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=84962de15aae5419b741c8d5f9c45c37&from=invite-eureakplg-result&content=,,,,
12035,"Electronics Provenance, Traceability, and Trust as Procurement Criteria",electronics_manufacturing,used,2026-09-09T08:29:45.224509+00:00,2026-09-09T08:29:46.971768+00:00,2026-09-09T08:29:46.971768+00:00,https://eureka.patsnap.com/ai-search/sess_02349c83a5424a98?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=1be2c94f5b6e25cab64fbcaddde53c0b&from=invite-eureakplg-result&content=,,,,
12036,Power Availability and Data Center Buildout Risks for Electronics Demand,electronics_manufacturing,used,2026-09-09T08:29:46.974155+00:00,2026-09-09T08:29:48.845059+00:00,2026-09-09T08:29:48.845059+00:00,https://eureka.patsnap.com/ai-search/sess_2dc6b2d4b28045a1?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=841d4626110d4cf25bc3386442236619&from=invite-eureakplg-result&content=,,,,
12037,"Circular Electronics, Repairability, and Lifecycle Services",electronics_manufacturing,used,2026-09-09T08:29:48.847498+00:00,2026-09-09T08:29:50.199202+00:00,2026-09-09T08:29:50.199202+00:00,https://eureka.patsnap.com/ai-search/sess_5e729917085c4dd8?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=834f409cc11ed6cab7faab2c1c0e2c90&from=invite-eureakplg-result&content=,,,,
12038,Inventory Discipline After Volatility: The New Electronics Planning Model,electronics_manufacturing,used,2026-09-09T08:29:50.200932+00:00,2026-09-09T08:29:52.008753+00:00,2026-09-09T08:29:52.008753+00:00,https://eureka.patsnap.com/ai-search/sess_a090514442494c44?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=5e70e48846827f1777aed8a5591b66fa&from=invite-eureakplg-result&content=,,,,
12039,From Build-to-Print to Co-Design: The EMS Value Proposition Shift,electronics_manufacturing,used,2026-09-09T08:29:52.012983+00:00,2026-09-09T08:29:53.683134+00:00,2026-09-09T08:29:53.683134+00:00,https://eureka.patsnap.com/ai-search/sess_c353aed0387043f8?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=d739d1f74752f1fd0334481f11a4e061&from=invite-eureakplg-result&content=,,,,
12040,Engineering Services and Industrial Firms in the Physical AI Era,engineering,used,2026-09-09T08:30:17.224723+00:00,2026-09-09T08:30:19.096713+00:00,2026-09-09T08:30:19.096713+00:00,https://eureka.patsnap.com/ai-search/sess_c03653aa93d74227?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=4ec03a357955debcf3036bde8540d144&from=invite-eureakplg-result&content=,,,,
12041,Engineering Workforce Shortages and the Productivity Mandate,engineering,used,2026-09-09T08:30:19.099043+00:00,2026-09-09T08:30:21.791962+00:00,2026-09-09T08:30:21.791962+00:00,https://eureka.patsnap.com/ai-search/sess_56403f6532c74d87?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=baaeca7e37d4ecccbc1a9438bcfa61c5&from=invite-eureakplg-result&content=,,,,
12042,Aftermarket and Service Models for Industrial Equipment Companies,engineering,used,2026-09-09T08:30:21.795193+00:00,2026-09-09T08:30:23.936869+00:00,2026-09-09T08:30:23.936869+00:00,https://eureka.patsnap.com/ai-search/sess_0c9f73702b5342f1?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=bf1f88817d66c9024831d4231a0f66dc&from=invite-eureakplg-result&content=,,,,
12043,Industrial Capex Volatility and Project Delivery Risk,engineering,used,2026-09-09T08:30:23.939263+00:00,2026-09-09T08:30:25.869326+00:00,2026-09-09T08:30:25.869326+00:00,https://eureka.patsnap.com/ai-search/sess_f487c29709684c46?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=cdcc05e17b4e874dffe19772fc17c17a&from=invite-eureakplg-result&content=,,,,
12044,Regional Manufacturing Networks and Engineering Localization,engineering,used,2026-09-09T08:30:25.872014+00:00,2026-09-09T08:30:27.436026+00:00,2026-09-09T08:30:27.436026+00:00,https://eureka.patsnap.com/ai-search/sess_6ad6bc3376964177?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=9670b02db776c390d75663826c5714f3&from=invite-eureakplg-result&content=,,,,
12045,Digital Thread and Model-Based Delivery as Business Strategy,engineering,used,2026-09-09T08:30:27.439002+00:00,2026-09-09T08:30:28.865017+00:00,2026-09-09T08:30:28.865017+00:00,https://eureka.patsnap.com/ai-search/sess_00226b5f67064cbb?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=12b8336c2a2b777b1a6d8a8f25a2f025&from=invite-eureakplg-result&content=,,,,
12046,Energy Efficiency Retrofits as a Growth Engine for Engineering Firms,engineering,used,2026-09-09T08:30:28.867626+00:00,2026-09-09T08:30:30.428689+00:00,2026-09-09T08:30:30.428689+00:00,https://eureka.patsnap.com/ai-search/sess_930e3832148c44f7?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=d2d1610f9e28058d8380b65f880aa785&from=invite-eureakplg-result&content=,,,,
12047,"Safety, Standards, and Certification as Competitive Differentiators",engineering,used,2026-09-09T08:30:30.431136+00:00,2026-09-09T08:30:31.820006+00:00,2026-09-09T08:30:31.820006+00:00,https://eureka.patsnap.com/ai-search/sess_4481d3889e224cdb?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=8f17ea15ca9c087517b607895a04b227&from=invite-eureakplg-result&content=,,,,
12048,Automation ROI: From Pilot Projects to Scaled Industrial Adoption,engineering,used,2026-09-09T08:30:31.822774+00:00,2026-09-09T08:30:33.165461+00:00,2026-09-09T08:30:33.165461+00:00,https://eureka.patsnap.com/ai-search/sess_0d14976f89de46ca?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=74335081fb899733f30e93ee274de227&from=invite-eureakplg-result&content=,,,,
12049,"Engineering Firms as Integrators of Infrastructure, Energy, and Digital Systems",engineering,used,2026-09-09T08:30:33.167978+00:00,2026-09-09T08:30:34.624585+00:00,2026-09-09T08:30:34.624585+00:00,https://eureka.patsnap.com/ai-search/sess_dba3e8b431b848a5?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=817f56a115b84dd1f0a204386d84e1f1&from=invite-eureakplg-result&content=,,,,
12050,Biotech Funding Selectivity and the Return of Portfolio Discipline,biotech,used,2026-09-09T08:28:50.082731+00:00,2026-09-09T08:28:51.481163+00:00,2026-09-09T08:28:51.481163+00:00,https://eureka.patsnap.com/ai-search/sess_067ae55709e245b6?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=5c87e36f075c4b510f1859bca8f96643&from=invite-eureakplg-result&content=,,,,
12051,AI-Native Discovery: Productivity Promise Meets Evidence and ROI Pressure,biotech,used,2026-09-09T08:28:51.482555+00:00,2026-09-09T08:28:52.813561+00:00,2026-09-09T08:28:52.813561+00:00,https://eureka.patsnap.com/ai-search/sess_d944e82ec83945d5?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=30027dc0c779679d6461dad1ff3febc3&from=invite-eureakplg-result&content=,,,,
12052,Therapeutic Area Rotation Beyond Oncology,biotech,used,2026-09-09T08:28:52.815141+00:00,2026-09-09T08:28:54.266312+00:00,2026-09-09T08:28:54.266312+00:00,https://eureka.patsnap.com/ai-search/sess_3b3c35d34ccd4c16?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=443dcef4e10b339a4e43c7dd62b4bc70&from=invite-eureakplg-result&content=,,,,
12053,"Patent Cliffs, Biosimilars, and Biotech Partnering Power",biotech,used,2026-09-09T08:28:54.267281+00:00,2026-09-09T08:28:56.622686+00:00,2026-09-09T08:28:56.622686+00:00,https://eureka.patsnap.com/ai-search/sess_ccea827f0f7e4926?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=58910fb160f628531fcecd19d0f87eab&from=invite-eureakplg-result&content=,,,,
12054,Clinical Development in a Fragmented Regulatory and Geopolitical Landscape,biotech,used,2026-09-09T08:28:56.624437+00:00,2026-09-09T08:28:58.138218+00:00,2026-09-09T08:28:58.138218+00:00,https://eureka.patsnap.com/ai-search/sess_87f7416dbf2b46ef?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=3308e1c685008382723406a961634f62&from=invite-eureakplg-result&content=,,,,
12055,Platform Biotech Partnerships: From Science Optionality to Commercial Focus,biotech,used,2026-09-09T08:28:58.139385+00:00,2026-09-09T08:28:59.468306+00:00,2026-09-09T08:28:59.468306+00:00,https://eureka.patsnap.com/ai-search/sess_b321f1fef915456f?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=9dcc91c64ba7d84685efe66e7961dff3&from=invite-eureakplg-result&content=,,,,
12056,Cell and Gene Therapy Commercialization Bottlenecks,biotech,used,2026-09-09T08:28:59.470218+00:00,2026-09-09T08:29:01.312577+00:00,2026-09-09T08:29:01.312577+00:00,https://eureka.patsnap.com/ai-search/sess_30b2a6f0b0ca41c5?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=25e49e07f7f2ec4e3bfc7bba64180b34&from=invite-eureakplg-result&content=,,,,
12057,"Precision Medicine Economics: Evidence, Reimbursement, and Patient Identification",biotech,used,2026-09-09T08:29:01.314851+00:00,2026-09-09T08:29:02.819825+00:00,2026-09-09T08:29:02.819825+00:00,https://eureka.patsnap.com/ai-search/sess_b5ff45dab26340f6?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=365cc35c0f251e73304a024457b84ed7&from=invite-eureakplg-result&content=,,,,
12058,Biomanufacturing Resilience and the CDMO Strategy Reset,biotech,used,2026-09-09T08:29:02.821865+00:00,2026-09-09T08:29:04.366817+00:00,2026-09-09T08:29:04.366817+00:00,https://eureka.patsnap.com/ai-search/sess_628ab54bf83c4215?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=278a9f013b6cb182d744e30278f61a9a&from=invite-eureakplg-result&content=,,,,
12059,"Data Access, Patient Networks, and Real-World Evidence as Biotech Assets",biotech,used,2026-09-09T08:29:04.369727+00:00,2026-09-09T08:29:05.757279+00:00,2026-09-09T08:29:05.757279+00:00,https://eureka.patsnap.com/ai-search/sess_77b4c1f6b0c4453e?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=d04a7cc858571952fd8541437c0589eb&from=invite-eureakplg-result&content=,,,,
12060,Food Portfolios After the Wellness and Affordability Collision,food_farming_production,used,2026-09-09T08:30:49.308866+00:00,2026-09-09T08:30:50.802428+00:00,2026-09-09T08:30:50.802428+00:00,https://eureka.patsnap.com/ai-search/sess_34f046c13686481b?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=62ecce259659506a0d8457ef24358b79&from=invite-eureakplg-result&content=,,,,
12061,GLP-1 Adoption and the Changing Demand Map for Food Companies,food_farming_production,used,2026-09-09T08:30:50.806201+00:00,2026-09-09T08:30:52.733280+00:00,2026-09-09T08:30:52.733280+00:00,https://eureka.patsnap.com/ai-search/sess_66e118e6065146a7?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=077cf20f759b4a2ae8215e02bf3504ac&from=invite-eureakplg-result&content=,,,,
12062,"Protein Transition 2.0: From Novelty to Taste, Cost, and Supply Reliability",food_farming_production,used,2026-09-09T08:30:52.736725+00:00,2026-09-09T08:30:54.137883+00:00,2026-09-09T08:30:54.137883+00:00,https://eureka.patsnap.com/ai-search/sess_1b98069e124a425a?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=728633c650ecc51c670b618b4921eaa5&from=invite-eureakplg-result&content=,,,,
12063,Ultra-Processed Food Scrutiny and the Next Labeling Debate,food_farming_production,used,2026-09-09T08:30:54.139534+00:00,2026-09-09T08:30:56.218637+00:00,2026-09-09T08:30:56.218637+00:00,https://eureka.patsnap.com/ai-search/sess_46d7553f4fb04e9c?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=917acea968dc8b37fd81bf4316713215&from=invite-eureakplg-result&content=,,,,
12064,"Private Label, Retail Power, and the Brand Innovation Challenge",food_farming_production,used,2026-09-09T08:30:56.221741+00:00,2026-09-09T08:30:57.640526+00:00,2026-09-09T08:30:57.640526+00:00,https://eureka.patsnap.com/ai-search/sess_977aeea703c048bc?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=3c99ce038edab1fcbb9dfa24e97da5d1&from=invite-eureakplg-result&content=,,,,
